CompoundID,Gene Target,pIC50
CM-2280886,Aurora2,6.384
CM-2280886,BTK,5.228
CM-2280886,CAMK1D,6.376
CM-2280886,CAMK2A,5.495
CM-2280886,CAMKK2,6.346
CM-2280886,CDK8/Cyclin C,6.031
CM-2280886,Ck1alpha1,5.338
CM-2280886,CLK2,5.633
CM-2280886,CSF1R,6.967
CM-2280886,DDR1,5.283
CM-2280886,Dyrk1A,5.291
CM-2280886,EGFR,5.348
CM-2280886,Erk2,5.273
CM-2280886,FAK,5.271
CM-2280886,Flt1,6.042
CM-2280886,Fyn,5.253
CM-2280886,GRK5,5.252
CM-2280886,Gsk3b,5.224
CM-2280886,IGF1R,5.429
CM-2280886,IKKE,6.292
CM-2280886,JAK2,8.767
CM-2280886,JAK3,8.229
CM-2280886,JNK1,5.292
CM-2280886,Lck,5.146
CM-2280886,LTK,5.514
CM-2280886,MAP3K10,6.225
CM-2280886,MAP4K2,6.5
CM-2280886,MEK1,6.544
CM-2280886,Nek2,5.286
CM-2280886,PAK4KD,5.674
CM-2280886,PDGFRB,6.351
CM-2280886,Pim1,5.253
CM-2280886,PKA,6.252
CM-2280886,PKCtheta,6.701
CM-2280886,PKG1A,5.57
CM-2280886,Plk3,5.432
CM-2280886,Prkcn,6.09
CM-2280886,RET,7.326
CM-2280886,Rsk2,6.305
CM-2280886,TAOK2,5.398
CM-2280886,TBK1,6
CM-2280886,TNK2,6.194
CM-2280886,TrkC,6.049
CM-2280886,Wee1,5.301
CM-2280886,Zipk,5.442
CM-2280886,MAP2K3,5.506
CM-2280886,Rock1,6.896
CM-2280886,SGK1,6.562
CM-2280886,STK16,5.777
CM-2280887,Abl,5.502
CM-2280887,ACVR1,5.329
CM-2280887,Akt1,5.39
CM-2280887,ALK,5.321
CM-2280887,Aurora1,6.42
CM-2280887,Aurora2,6.148
CM-2280887,BTK,5.228
CM-2280887,CAMK1D,6.622
CM-2280887,CAMK2A,5.682
CM-2280887,CAMKK2,5.305
CM-2280887,CDK8/Cyclin C,5.301
CM-2280887,Ck1alpha1,5.338
CM-2280887,CLK2,5.333
CM-2280887,CSF1R,6.506
CM-2280887,DDR1,5.283
CM-2280887,Dyrk1A,5.291
CM-2280887,EGFR,5.348
CM-2280887,FAK,5.271
CM-2280887,Flt1,5.532
CM-2280887,Fyn,5.253
CM-2280887,GRK5,5.252
CM-2280887,Gsk3b,5.224
CM-2280887,IGF1R,5.429
CM-2280887,IKKE,6.048
CM-2280887,JAK2,7.987
CM-2280887,JAK3,7.854
CM-2280887,JNK1,5.292
CM-2280887,Lck,5.128
CM-2280887,LTK,5.369
CM-2280887,MAP3K10,5.55
CM-2280887,MAP4K2,5.625
CM-2280887,MEK1,5.951
CM-2280887,Nek2,5.286
CM-2280887,PAK4KD,5.358
CM-2280887,PDGFRB,6.287
CM-2280887,Pim1,5.253
CM-2280887,PKA,5.426
CM-2280887,PKCtheta,6.295
CM-2280887,PKG1A,5.398
CM-2280887,Plk3,5.432
CM-2280887,Prkcn,5.559
CM-2280887,RET,6.759
CM-2280887,Rsk2,5.499
CM-2280887,TAOK2,5.398
CM-2280887,TBK1,5.391
CM-2280887,TNK2,6.177
CM-2280887,TrkC,5.333
CM-2280887,Wee1,5.301
CM-2280887,Zipk,6.139
CM-2280887,MAP2K3,5.394
CM-2280887,Rock1,5.821
CM-2280887,SGK1,6.204
CM-2280887,STK16,6.22
CM-2280888,Abl,6.209
CM-2280888,ACVR1,5.924
CM-2280888,Akt1,5.39
CM-2280888,ALK,5.321
CM-2280888,Aurora1,6.987
CM-2280888,Aurora2,6.301
CM-2280888,BTK,5.228
CM-2280888,CAMK1D,6.609
CM-2280888,CAMK2A,6.086
CM-2280888,CAMKK2,6.32
CM-2280888,CDK8/Cyclin C,6.318
CM-2280888,Ck1alpha1,5.338
CM-2280888,CLK2,6.703
CM-2280888,CSF1R,7.402
CM-2280888,DDR1,5.283
CM-2280888,Dyrk1A,5.291
CM-2280888,EGFR,5.348
CM-2280888,Erk2,5.273
CM-2280888,FAK,5.465
CM-2280888,Flt1,5.73
CM-2280888,Fyn,5.253
CM-2280888,GRK5,5.699
CM-2280888,Gsk3b,5.246
CM-2280888,IGF1R,5.429
CM-2280888,IKKE,6.079
CM-2280888,JAK2,8.712
CM-2280888,JAK3,8.148
CM-2280888,JNK1,5.292
CM-2280888,Lck,5.485
CM-2280888,LTK,5.369
CM-2280888,MAP3K10,6.216
CM-2280888,MAP4K2,6.593
CM-2280888,Nek2,5.286
CM-2280888,PAK4KD,5.368
CM-2280888,PDGFRB,6.372
CM-2280888,Pim1,5.253
CM-2280888,PKA,6.007
CM-2280888,PKCtheta,6.38
CM-2280888,Plk3,5.432
CM-2280888,Prkcn,6.513
CM-2280888,RET,7.076
CM-2280888,Rsk2,5.796
CM-2280888,TAOK2,5.487
CM-2280888,TBK1,5.656
CM-2280888,TNK2,6.287
CM-2280888,TrkC,5.889
CM-2280888,Wee1,5.301
CM-2280888,Zipk,6.236
CM-2280888,MAP2K3,5.394
CM-2280888,Rock1,6.458
CM-2280888,SGK1,6.301
CM-2280888,STK16,6.222
CM-2281743,Abl,5.502
CM-2281743,ACVR1,5.329
CM-2281743,ALK,5.321
CM-2281743,Aurora1,6.873
CM-2281743,Aurora2,5.866
CM-2281743,BTK,5.228
CM-2281743,CAMK1D,7.086
CM-2281743,CAMK2A,6.733
CM-2281743,CAMKK2,5.48
CM-2281743,CDK8/Cyclin C,6.249
CM-2281743,CDK9/Cyclin K,5.312
CM-2281743,Ck1alpha1,5.338
CM-2281743,CLK2,5.836
CM-2281743,CSF1R,6.79
CM-2281743,DDR1,5.283
CM-2281743,Dyrk1A,5.291
CM-2281743,EGFR,5.348
CM-2281743,Erk2,5.273
CM-2281743,FAK,5.561
CM-2281743,Flt1,6.159
CM-2281743,Fyn,5.253
CM-2281743,Gsk3b,5.224
CM-2281743,IGF1R,5.429
CM-2281743,IKKE,6.001
CM-2281743,JAK2,8.963
CM-2281743,JAK3,8.449
CM-2281743,JNK1,5.292
CM-2281743,Lck,5.587
CM-2281743,LTK,5.369
CM-2281743,MAP3K10,6.041
CM-2281743,MAP4K2,6.347
CM-2281743,Nek2,5.286
CM-2281743,PAK4KD,5.358
CM-2281743,PDGFRB,6.25
CM-2281743,Pim1,5.253
CM-2281743,PKA,5.399
CM-2281743,PKCtheta,6.697
CM-2281743,PKG1A,6.158
CM-2281743,Plk3,5.432
CM-2281743,Prkcn,6.154
CM-2281743,RET,6.6
CM-2281743,Rsk2,5.777
CM-2281743,TAOK2,6.166
CM-2281743,TBK1,6.368
CM-2281743,TNK2,6.462
CM-2281743,TrkC,5.333
CM-2281743,Wee1,5.301
CM-2281743,Zipk,6.343
CM-2281743,MAP2K3,5.394
CM-2281743,Rock1,7.253
CM-2281743,SGK1,5.924
CM-2281743,STK16,6.312
CM-2282124,Abl,5.502
CM-2282124,ACVR1,5.538
CM-2282124,Akt1,5.39
CM-2282124,ALK,5.321
CM-2282124,Aurora1,6.343
CM-2282124,Aurora2,6.108
CM-2282124,BTK,5.228
CM-2282124,CAMK1D,6.564
CM-2282124,CAMK2A,5.963
CM-2282124,CAMKK2,5.305
CM-2282124,CDK8/Cyclin C,5.478
CM-2282124,Ck1alpha1,5.338
CM-2282124,CLK2,5.432
CM-2282124,DDR1,5.283
CM-2282124,EGFR,5.348
CM-2282124,Erk2,5.273
CM-2282124,FAK,5.857
CM-2282124,Flt1,5.821
CM-2282124,Fyn,5.253
CM-2282124,GRK5,5.252
CM-2282124,Gsk3b,5.435
CM-2282124,IGF1R,5.429
CM-2282124,IKKE,5.81
CM-2282124,JAK2,8.117
CM-2282124,JAK3,7.063
CM-2282124,JNK1,5.703
CM-2282124,Lck,5.128
CM-2282124,LTK,5.369
CM-2282124,MAP3K10,6.014
CM-2282124,MAP4K2,6.25
CM-2282124,MAP4K4,5.329
CM-2282124,MEK1,6.695
CM-2282124,Nek2,5.286
CM-2282124,PAK4KD,5.775
CM-2282124,PDGFRB,6.81
CM-2282124,Pim1,5.253
CM-2282124,PKA,5.682
CM-2282124,PKCtheta,6.177
CM-2282124,PKG1A,5.398
CM-2282124,Plk3,5.432
CM-2282124,Prkcn,5.839
CM-2282124,RET,6.283
CM-2282124,Rsk2,6.114
CM-2282124,TAOK2,5.398
CM-2282124,TBK1,5.804
CM-2282124,TNK2,6.331
CM-2282124,TrkC,5.333
CM-2282124,Wee1,5.301
CM-2282124,Zipk,7.342
CM-2282124,MAP2K3,5.394
CM-2282124,Rock1,6.866
CM-2282124,STK16,5.886
CM-2282307,Abl,5.502
CM-2282307,ACVR1,5.616
CM-2282307,Akt1,5.652
CM-2282307,ALK,5.321
CM-2282307,Aurora1,6.785
CM-2282307,Aurora2,6.077
CM-2282307,BTK,5.388
CM-2282307,CAMK1D,6.095
CM-2282307,CAMK2A,5.44
CM-2282307,CAMKK2,5.688
CM-2282307,CDK8/Cyclin C,5.423
CM-2282307,Ck1alpha1,5.338
CM-2282307,CLK2,5.467
CM-2282307,CSF1R,6.442
CM-2282307,DDR1,9.397
CM-2282307,Dyrk1A,5.291
CM-2282307,EGFR,5.348
CM-2282307,Erk2,5.273
CM-2282307,FAK,5.385
CM-2282307,Flt1,5.799
CM-2282307,Fyn,5.253
CM-2282307,GRK5,5.252
CM-2282307,Gsk3b,5.224
CM-2282307,IGF1R,5.429
CM-2282307,IKKE,5.325
CM-2282307,JAK2,7.81
CM-2282307,JAK3,7.462
CM-2282307,JNK1,5.292
CM-2282307,Lck,5.128
CM-2282307,LTK,5.369
CM-2282307,MAP3K10,5.836
CM-2282307,MAP4K2,6.11
CM-2282307,Nek2,5.286
CM-2282307,PAK4KD,6.672
CM-2282307,PDGFRB,6.807
CM-2282307,Pim1,5.253
CM-2282307,PKA,6.172
CM-2282307,PKCtheta,6.267
CM-2282307,Plk3,5.432
CM-2282307,Prkcn,6.561
CM-2282307,RET,6.78
CM-2282307,Rsk2,5.836
CM-2282307,TAOK2,5.745
CM-2282307,TBK1,5.391
CM-2282307,TNK2,5.609
CM-2282307,TrkC,5.333
CM-2282307,Wee1,5.301
CM-2282307,Zipk,6.248
CM-2282307,MAP2K3,5.394
CM-2282307,Rock1,6.726
CM-2282307,SGK1,6.331
CM-2282307,STK16,5.337
CM-2282308,Abl,5.502
CM-2282308,ACVR1,5.419
CM-2282308,Akt1,5.39
CM-2282308,ALK,5.321
CM-2282308,Aurora1,6.762
CM-2282308,Aurora2,5.893
CM-2282308,BTK,5.372
CM-2282308,CAMK1D,6.228
CM-2282308,CAMK2A,5.44
CM-2282308,CAMKK2,5.785
CM-2282308,CDK8/Cyclin C,5.33
CM-2282308,Ck1alpha1,5.338
CM-2282308,CLK2,5.333
CM-2282308,CSF1R,6.293
CM-2282308,DDR1,5.283
CM-2282308,Dyrk1A,5.291
CM-2282308,EGFR,5.348
CM-2282308,Erk2,5.273
CM-2282308,FAK,5.411
CM-2282308,Flt1,5.638
CM-2282308,Fyn,5.253
CM-2282308,GRK5,5.252
CM-2282308,Gsk3b,5.224
CM-2282308,IGF1R,5.429
CM-2282308,IKKE,5.325
CM-2282308,JAK2,7.848
CM-2282308,JAK3,6.971
CM-2282308,JNK1,5.292
CM-2282308,Lck,5.128
CM-2282308,LTK,5.369
CM-2282308,MAP3K10,5.548
CM-2282308,MAP4K2,5.979
CM-2282308,Nek2,5.286
CM-2282308,PAK4KD,5.476
CM-2282308,PDGFRB,6.714
CM-2282308,Pim1,5.253
CM-2282308,PKA,5.527
CM-2282308,PKCtheta,6.334
CM-2282308,Plk3,5.432
CM-2282308,Prkcn,6.197
CM-2282308,RET,6.509
CM-2282308,Rsk2,5.656
CM-2282308,TAOK2,5.472
CM-2282308,TBK1,5.391
CM-2282308,TNK2,5.572
CM-2282308,TrkC,5.333
CM-2282308,Wee1,5.301
CM-2282308,Zipk,5.243
CM-2282308,MAP2K3,5.394
CM-2282308,Rock1,6.37
CM-2282308,SGK1,6.042
CM-2282308,STK16,5.337
CM-2282309,Abl,5.502
CM-2282309,ACVR1,5.329
CM-2282309,Akt1,5.955
CM-2282309,ALK,5.321
CM-2282309,Aurora1,6.775
CM-2282309,Aurora2,5.896
CM-2282309,BTK,5.449
CM-2282309,CAMK1D,6.144
CM-2282309,CAMK2A,5.44
CM-2282309,CAMKK2,6.298
CM-2282309,CDK8/Cyclin C,5.804
CM-2282309,Ck1alpha1,5.338
CM-2282309,CLK2,6.107
CM-2282309,CSF1R,6.42
CM-2282309,DDR1,5.283
CM-2282309,Dyrk1A,5.291
CM-2282309,EGFR,5.348
CM-2282309,Erk2,5.273
CM-2282309,FAK,5.804
CM-2282309,Flt1,6.157
CM-2282309,Fyn,5.253
CM-2282309,GRK5,5.252
CM-2282309,Gsk3b,5.224
CM-2282309,IGF1R,5.429
CM-2282309,IKKE,5.325
CM-2282309,JAK2,7.845
CM-2282309,JAK3,7.293
CM-2282309,JNK1,5.292
CM-2282309,Lck,5.128
CM-2282309,LTK,5.369
CM-2282309,MAP3K10,5.728
CM-2282309,MAP4K2,6.259
CM-2282309,Nek2,5.286
CM-2282309,PAK4KD,6.686
CM-2282309,PDGFRB,6.842
CM-2282309,Pim1,5.253
CM-2282309,PKA,6.133
CM-2282309,PKCtheta,6.157
CM-2282309,Plk3,5.432
CM-2282309,Prkcn,6.672
CM-2282309,RET,6.721
CM-2282309,Rsk2,5.845
CM-2282309,TAOK2,5.903
CM-2282309,TBK1,5.391
CM-2282309,TNK2,6.024
CM-2282309,TrkC,5.333
CM-2282309,Wee1,5.301
CM-2282309,Zipk,6.635
CM-2282309,MAP2K3,5.394
CM-2282309,Rock1,6.955
CM-2282309,SGK1,6.168
CM-2282309,STK16,5.337
CM-2282590,Abl,5.502
CM-2282590,ACVR1,5.329
CM-2282590,Akt1,5.39
CM-2282590,ALK,5.321
CM-2282590,Aurora1,6.564
CM-2282590,Aurora2,5.714
CM-2282590,BTK,5.228
CM-2282590,CAMK1D,6.684
CM-2282590,CAMK2A,6.254
CM-2282590,CAMKK2,5.305
CM-2282590,CDK8/Cyclin C,5.355
CM-2282590,Ck1alpha1,5.338
CM-2282590,CLK2,5.424
CM-2282590,DDR1,5.283
CM-2282590,Dyrk1A,5.291
CM-2282590,EGFR,5.348
CM-2282590,Erk2,5.3
CM-2282590,FAK,5.271
CM-2282590,Flt1,5.886
CM-2282590,Fyn,5.253
CM-2282590,GRK5,5.252
CM-2282590,Gsk3b,5.224
CM-2282590,IGF1R,5.429
CM-2282590,IKKE,6.369
CM-2282590,JAK2,8.318
CM-2282590,JAK3,7.876
CM-2282590,JNK1,6.303
CM-2282590,Lck,5.128
CM-2282590,LTK,5.369
CM-2282590,MAP3K10,5.764
CM-2282590,MAP4K2,5.676
CM-2282590,MAP4K4,5.529
CM-2282590,MEK1,7.298
CM-2282590,Nek2,5.286
CM-2282590,PAK4KD,5.358
CM-2282590,PDGFRB,6.74
CM-2282590,Pim1,5.253
CM-2282590,PKA,5.873
CM-2282590,PKCtheta,6.79
CM-2282590,Plk3,5.432
CM-2282590,RET,7.057
CM-2282590,Rsk2,6.061
CM-2282590,TAOK2,5.398
CM-2282590,TBK1,5.979
CM-2282590,TNK2,6.602
CM-2282590,TrkC,5.333
CM-2282590,Wee1,5.301
CM-2282590,Zipk,6.618
CM-2282590,BRAF,5.602
CM-2282590,MAP2K3,5.394
CM-2282590,Rock1,6.896
CM-2282590,STK16,6.446
CM-2282716,Abl,6.223
CM-2282716,ACVR1,7.959
CM-2282716,Akt1,5.39
CM-2282716,ALK,5.321
CM-2282716,Aurora1,5.783
CM-2282716,Aurora2,5.498
CM-2282716,BTK,5.228
CM-2282716,CAMK1D,5.261
CM-2282716,CAMK2A,5.44
CM-2282716,CAMKK2,5.305
CM-2282716,CDK8/Cyclin C,5.301
CM-2282716,Ck1alpha1,5.338
CM-2282716,CLK2,5.801
CM-2282716,CSF1R,7.253
CM-2282716,DDR1,5.283
CM-2282716,Dyrk1A,5.291
CM-2282716,EGFR,5.348
CM-2282716,Erk2,5.273
CM-2282716,FAK,5.271
CM-2282716,Flt1,5.272
CM-2282716,Fyn,5.253
CM-2282716,GRK5,5.252
CM-2282716,Gsk3b,6.029
CM-2282716,IGF1R,5.429
CM-2282716,IKKE,5.325
CM-2282716,JAK2,5.917
CM-2282716,JAK3,5.363
CM-2282716,JNK1,5.735
CM-2282716,Lck,5.42
CM-2282716,LTK,5.369
CM-2282716,MAP3K10,5.257
CM-2282716,MAP4K2,5.668
CM-2282716,MEK1,5.316
CM-2282716,Nek2,5.286
CM-2282716,PAK4KD,6.146
CM-2282716,PDGFRB,5.569
CM-2282716,Pim1,5.253
CM-2282716,PKA,5.311
CM-2282716,PKCtheta,5.413
CM-2282716,PKG1A,5.398
CM-2282716,Plk3,5.432
CM-2282716,Prkcn,5.559
CM-2282716,RET,5.951
CM-2282716,Rsk2,5.74
CM-2282716,TAOK2,5.513
CM-2282716,TBK1,5.391
CM-2282716,TNK2,6.346
CM-2282716,TrkC,5.333
CM-2282716,Wee1,5.301
CM-2282716,Zipk,5.243
CM-2282716,MAP2K3,5.394
CM-2282716,Rock1,5.336
CM-2282716,SGK1,5.287
CM-2282716,STK16,5.928
CM-2285476,Abl,5.907
CM-2285476,ACVR1,6.184
CM-2285476,Akt1,6.011
CM-2285476,ALK,5.321
CM-2285476,Aurora1,7.09
CM-2285476,Aurora2,6.301
CM-2285476,BTK,5.658
CM-2285476,CAMK1D,7.22
CM-2285476,CAMK2A,6.678
CM-2285476,CAMKK2,5.305
CM-2285476,CDK8/Cyclin C,6.159
CM-2285476,Ck1alpha1,5.338
CM-2285476,CLK2,5.78
CM-2285476,CSF1R,6.697
CM-2285476,DDR1,5.283
CM-2285476,Dyrk1A,5.742
CM-2285476,EGFR,5.348
CM-2285476,Erk2,5.273
CM-2285476,FAK,5.393
CM-2285476,Flt1,6.38
CM-2285476,Fyn,5.559
CM-2285476,GRK5,5.252
CM-2285476,Gsk3b,5.224
CM-2285476,IGF1R,5.429
CM-2285476,IKKE,7.1
CM-2285476,JAK2,9.094
CM-2285476,JAK3,9.693
CM-2285476,JNK1,5.411
CM-2285476,Lck,5.369
CM-2285476,LTK,5.896
CM-2285476,MAP3K10,6.054
CM-2285476,MAP4K2,6.395
CM-2285476,Nek2,5.286
CM-2285476,PAK4KD,6.087
CM-2285476,PDGFRB,6.943
CM-2285476,Pim1,5.253
CM-2285476,PKA,6.16
CM-2285476,PKCtheta,6.587
CM-2285476,Plk3,5.432
CM-2285476,Prkcn,6.646
CM-2285476,RET,7.738
CM-2285476,Rsk2,6.292
CM-2285476,TAOK2,5.903
CM-2285476,TBK1,6.73
CM-2285476,TNK2,6.664
CM-2285476,TrkC,5.333
CM-2285476,Wee1,5.301
CM-2285476,Zipk,7.418
CM-2285476,MAP2K3,5.394
CM-2285476,Rock1,6.959
CM-2285476,SGK1,6.65
CM-2285476,STK16,6.947
CM-2286229,Abl,5.502
CM-2286229,ACVR1,5.329
CM-2286229,Akt1,5.39
CM-2286229,ALK,5.321
CM-2286229,Aurora1,5.259
CM-2286229,Aurora2,5.303
CM-2286229,BTK,5.228
CM-2286229,CAMK1D,6.991
CM-2286229,CAMK2A,6.31
CM-2286229,CAMKK2,5.305
CM-2286229,CDK8/Cyclin C,5.301
CM-2286229,Ck1alpha1,5.338
CM-2286229,CLK2,5.333
CM-2286229,CSF1R,6.547
CM-2286229,DDR1,5.283
CM-2286229,Dyrk1A,5.291
CM-2286229,EGFR,5.348
CM-2286229,Erk2,5.273
CM-2286229,FAK,5.271
CM-2286229,Flt1,5.666
CM-2286229,Fyn,5.253
CM-2286229,GRK5,5.252
CM-2286229,Gsk3b,5.264
CM-2286229,IGF1R,5.429
CM-2286229,IKKE,5.642
CM-2286229,JAK2,8.284
CM-2286229,JAK3,7.839
CM-2286229,JNK1,5.618
CM-2286229,Lck,5.128
CM-2286229,LTK,5.369
CM-2286229,MAP3K10,5.294
CM-2286229,MAP4K2,5.625
CM-2286229,Nek2,5.286
CM-2286229,PAK4KD,5.358
CM-2286229,PDGFRB,6.542
CM-2286229,Pim1,5.253
CM-2286229,PKA,5.311
CM-2286229,PKCtheta,6.154
CM-2286229,Plk3,5.432
CM-2286229,Prkcn,5.559
CM-2286229,RET,6.07
CM-2286229,Rsk2,5.333
CM-2286229,TAOK2,5.706
CM-2286229,TBK1,5.391
CM-2286229,TNK2,6.108
CM-2286229,TrkC,5.333
CM-2286229,Wee1,5.301
CM-2286229,Zipk,6.046
CM-2286229,MAP2K3,5.394
CM-2286229,Rock1,6.208
CM-2286229,SGK1,5.616
CM-2286229,STK16,6.282
CM-2286506,Abl,5.502
CM-2286506,ACVR1,5.329
CM-2286506,Akt1,5.488
CM-2286506,ALK,5.321
CM-2286506,Aurora1,5.987
CM-2286506,Aurora2,5.303
CM-2286506,BTK,5.228
CM-2286506,CAMK1D,6.207
CM-2286506,CAMK2A,5.44
CM-2286506,CAMKK2,5.305
CM-2286506,CDK8/Cyclin C,6.573
CM-2286506,Ck1alpha1,5.338
CM-2286506,CLK2,5.333
CM-2286506,DDR1,5.283
CM-2286506,EGFR,5.348
CM-2286506,Erk2,5.273
CM-2286506,FAK,5.271
CM-2286506,Flt1,5.272
CM-2286506,Fyn,5.253
CM-2286506,GRK5,5.252
CM-2286506,Gsk3b,5.224
CM-2286506,IGF1R,5.429
CM-2286506,IKKE,5.538
CM-2286506,JAK2,7.678
CM-2286506,JAK3,6.194
CM-2286506,JNK1,5.292
CM-2286506,Lck,5.128
CM-2286506,LTK,5.369
CM-2286506,MAP3K10,5.257
CM-2286506,MAP4K2,5.625
CM-2286506,MAP4K4,5.329
CM-2286506,MEK1,5.618
CM-2286506,Nek2,5.286
CM-2286506,PAK4KD,5.358
CM-2286506,PDGFRB,5.903
CM-2286506,Pim1,5.253
CM-2286506,PKA,5.311
CM-2286506,PKCtheta,5.413
CM-2286506,PKG1A,5.398
CM-2286506,Plk3,5.432
CM-2286506,Prkcn,5.559
CM-2286506,RET,5.75
CM-2286506,Rsk2,5.333
CM-2286506,TAOK2,5.398
CM-2286506,TBK1,6.417
CM-2286506,TNK2,5.623
CM-2286506,TrkC,5.333
CM-2286506,Wee1,5.301
CM-2286506,Zipk,6.427
CM-2286506,MAP2K3,5.394
CM-2286506,Rock1,5.336
CM-2286506,STK16,6.14
CM-2287865,Abl,5.502
CM-2287865,ACVR1,5.329
CM-2287865,ALK,5.321
CM-2287865,Aurora1,6.001
CM-2287865,Aurora2,5.845
CM-2287865,BTK,5.228
CM-2287865,CAMK1D,6.253
CM-2287865,CAMK2A,6.251
CM-2287865,CAMKK2,5.305
CM-2287865,CDK8/Cyclin C,5.301
CM-2287865,CDK9/Cyclin K,5.312
CM-2287865,Ck1alpha1,5.338
CM-2287865,CLK2,5.333
CM-2287865,CSF1R,5.754
CM-2287865,DDR1,5.283
CM-2287865,Dyrk1A,5.291
CM-2287865,EGFR,5.348
CM-2287865,Erk2,5.273
CM-2287865,FAK,5.271
CM-2287865,Flt1,5.801
CM-2287865,Fyn,5.253
CM-2287865,Gsk3b,5.224
CM-2287865,IGF1R,5.429
CM-2287865,IKKE,5.79
CM-2287865,JAK2,8.415
CM-2287865,JAK3,8.71
CM-2287865,JNK1,5.292
CM-2287865,Lck,5.128
CM-2287865,LTK,5.369
CM-2287865,MAP3K10,5.818
CM-2287865,MAP4K2,5.625
CM-2287865,Nek2,5.286
CM-2287865,PAK4KD,5.358
CM-2287865,PDGFRB,6.231
CM-2287865,Pim1,5.253
CM-2287865,PKA,5.311
CM-2287865,PKCtheta,6.356
CM-2287865,PKG1A,5.398
CM-2287865,Plk3,5.432
CM-2287865,Prkcn,5.775
CM-2287865,RET,6.169
CM-2287865,Rsk2,5.336
CM-2287865,TAOK2,5.951
CM-2287865,TBK1,5.618
CM-2287865,TNK2,6.043
CM-2287865,TrkC,5.333
CM-2287865,Wee1,5.301
CM-2287865,Zipk,5.243
CM-2287865,MAP2K3,5.394
CM-2287865,Rock1,6.5
CM-2287865,SGK1,5.873
CM-2287865,STK16,6.087
CM-2287908,Abl,6.14
CM-2287908,ACVR1,5.662
CM-2287908,Akt1,5.39
CM-2287908,ALK,5.321
CM-2287908,Aurora1,6.848
CM-2287908,Aurora2,5.527
CM-2287908,BTK,6.108
CM-2287908,CAMK1D,6.476
CM-2287908,CAMK2A,6.056
CM-2287908,CAMKK2,6.24
CM-2287908,CDK8/Cyclin C,5.524
CM-2287908,Ck1alpha1,5.338
CM-2287908,CLK2,5.333
CM-2287908,CSF1R,6.553
CM-2287908,DDR1,5.283
CM-2287908,Dyrk1A,5.291
CM-2287908,EGFR,5.348
CM-2287908,Erk2,5.273
CM-2287908,FAK,6.079
CM-2287908,Flt1,6.253
CM-2287908,Fyn,5.253
CM-2287908,GRK5,5.252
CM-2287908,Gsk3b,5.224
CM-2287908,IGF1R,5.429
CM-2287908,IKKE,5.535
CM-2287908,JAK2,9.087
CM-2287908,JAK3,8.305
CM-2287908,JNK1,5.292
CM-2287908,Lck,5.578
CM-2287908,LTK,5.588
CM-2287908,MAP3K10,6.042
CM-2287908,MAP4K2,6.562
CM-2287908,Nek2,5.286
CM-2287908,PAK4KD,6.271
CM-2287908,PDGFRB,7.208
CM-2287908,Pim1,5.253
CM-2287908,PKA,6.357
CM-2287908,PKCtheta,7.034
CM-2287908,Plk3,5.432
CM-2287908,Prkcn,6.717
CM-2287908,RET,7.314
CM-2287908,Rsk2,6.328
CM-2287908,TAOK2,6.216
CM-2287908,TBK1,5.391
CM-2287908,TNK2,6.194
CM-2287908,TrkC,5.333
CM-2287908,Wee1,5.301
CM-2287908,Zipk,5.559
CM-2287908,MAP2K3,5.394
CM-2287908,Rock1,7.876
CM-2287908,SGK1,6.821
CM-2287908,STK16,5.337
CM-2287913,Abl,5.502
CM-2287913,ACVR1,5.963
CM-2287913,Akt1,5.39
CM-2287913,ALK,5.519
CM-2287913,Aurora1,6.799
CM-2287913,Aurora2,5.886
CM-2287913,BTK,5.228
CM-2287913,CAMK1D,6.192
CM-2287913,CAMK2A,5.815
CM-2287913,CAMKK2,5.305
CM-2287913,CDK8/Cyclin C,5.331
CM-2287913,Ck1alpha1,5.338
CM-2287913,CLK2,5.917
CM-2287913,CSF1R,6.304
CM-2287913,DDR1,5.283
CM-2287913,Dyrk1A,5.291
CM-2287913,EGFR,5.348
CM-2287913,Erk2,5.273
CM-2287913,FAK,6.278
CM-2287913,Flt1,5.662
CM-2287913,Fyn,5.253
CM-2287913,GRK5,5.264
CM-2287913,Gsk3b,5.224
CM-2287913,IGF1R,5.429
CM-2287913,IKKE,6.106
CM-2287913,JAK2,7.481
CM-2287913,JAK3,8.595
CM-2287913,JNK1,5.292
CM-2287913,Lck,5.764
CM-2287913,LTK,5.369
CM-2287913,MAP3K10,5.879
CM-2287913,MAP4K2,6.177
CM-2287913,MAP4K4,5.487
CM-2287913,MEK1,6.263
CM-2287913,Nek2,5.286
CM-2287913,PAK4KD,5.358
CM-2287913,PDGFRB,6.38
CM-2287913,Pim1,5.253
CM-2287913,PKA,5.311
CM-2287913,PKCtheta,6
CM-2287913,PKG1A,5.398
CM-2287913,Plk3,5.432
CM-2287913,Prkcn,6.415
CM-2287913,RET,5.833
CM-2287913,Rsk2,5.987
CM-2287913,TAOK2,5.398
CM-2287913,TBK1,5.742
CM-2287913,TNK2,5.921
CM-2287913,TrkC,5.333
CM-2287913,Wee1,5.301
CM-2287913,Zipk,5.996
CM-2287913,MAP2K3,5.394
CM-2287913,Rock1,6.356
CM-2287913,SGK1,5.728
CM-2287913,STK16,5.873
CM-2287914,Abl,6.236
CM-2287914,ACVR1,6.245
CM-2287914,Akt1,5.39
CM-2287914,ALK,5.321
CM-2287914,Aurora1,6.357
